Epoch,Error Vs Epoch (Binary Representation)
355,1.026138781304886
356,1.0260949064841178
357,1.0260510661319444
358,1.0260072601348098
359,1.0259634883797957
360,1.0259197507546167
361,1.0258760471476183
362,1.0258323774477711
363,1.0257887415446674
364,1.025745139328518
365,1.0257015706901471
366,1.025658035520989
367,1.0256145337130838
368,1.025571065159074
369,1.0255276297522002
370,1.0254842273862976
371,1.025440857955791
372,1.0253975213556936
373,1.025354217481599
374,1.0253109462296819
375,1.0252677074966903
376,1.0252245011799446
377,1.0251813271773327
378,1.025138185387306
379,1.0250950757088755
380,1.0250519980416082
381,1.0250089522856247
382,1.024965938341594
383,1.0249229561107287
384,1.0248800054947842
385,1.0248370863960525
386,1.0247941987173603
387,1.024751342362064
388,1.0247085172340462
389,1.024665723237713
390,1.0246229602779893
391,1.0245802282603151
392,1.0245375270906443
393,1.0244948566754364
394,1.024452216921658
395,1.0244096077367748
396,1.024367029028752
397,1.0243244807060474
398,1.0242819626776096
399,1.024239474852874
400,1.0241970171417594
401,1.0241545894546644
402,1.0241121917024638
403,1.0240698237965051
404,1.0240274856486056
405,1.0239851771710466
406,1.023942898276574
407,1.0239006488783902
408,1.0238584288901547
409,1.023816238225978
410,1.0237740768004187
411,1.023731944528481
412,1.0236898413256106
413,1.0236477671076905
414,1.0236057217910388
415,1.0235637052924051
416,1.0235217175289673
417,1.0234797584183262
418,1.023437827878505
419,1.023395925827944
420,1.023354052185498
421,1.0233122068704334
422,1.0232703898024234
423,1.0232286009015452
424,1.023186840088278
425,1.0231451072834985
426,1.0231034024084769
427,1.0230617253848746
428,1.023020076134741
429,1.02297845458051
430,1.0229368606449964
431,1.0228952942513927
432,1.0228537553232666
433,1.0228122437845553
434,1.0227707595595663
435,1.0227293025729705
436,1.0226878727497999
437,1.022646470015446
438,1.0226050942956555
439,1.022563745516525
440,1.0225224236045012
441,1.022481128486376
442,1.0224398600892828
443,1.0223986183406952
444,1.022357403168421
445,1.0223162145006013
446,1.0222750522657071
447,1.022233916392535
448,1.022192806810204
449,1.022151723448154
450,1.0221106662361414
451,1.0220696351042364
452,1.022028629982819
453,1.0219876508025751
454,1.0219466974944984
455,1.0219057699898801
456,1.0218648682203109
457,1.021823992117676
458,1.0217831416141518
459,1.0217423166422035
460,1.0217015171345818
461,1.0216607430243196
462,1.0216199942447286
463,1.0215792707293971
464,1.0215385724121864
465,1.0214978992272274
466,1.0214572511089177
467,1.0214166279919192
468,1.0213760298111547
469,1.0213354565018036
470,1.021294907999301
471,1.021254384239332
472,1.0212138851578327
473,1.021173410690982
474,1.021132960775203
475,1.021092535347157
476,1.021052134343742
477,1.02101175770209
478,1.0209714053595622
479,1.0209310772537472
480,1.0208907733224588
481,1.0208504935037304
482,1.0208102377358153
483,1.0207700059571807
484,1.0207297981065062
485,1.0206896141226818
486,1.0206494539448017
487,1.0206093175121649
488,1.02056920476427
489,1.0205291156408123
490,1.0204890500816823
491,1.0204490080269615
492,1.0204089894169195
493,1.0203689941920104
494,1.0203290222928727
495,1.020289073660322
496,1.0202491482353522
497,1.0202092459591292
498,1.0201693667729899
499,1.0201295106184394
500,1.0200896774371462
501,1.020049867170941
502,1.0200100797618141
503,1.0199703151519097
504,1.019930573283526
505,1.019890854099111
506,1.0198511575412588
507,1.0198114835527086
508,1.0197718320763407
509,1.0197322030551714
510,1.0196925964323553
511,1.0196530121511769
512,1.0196134501550513
513,1.0195739103875197
514,1.019534392792246
515,1.019494897313016
516,1.0194554238937323
517,1.0194159724784129
518,1.0193765430111865
519,1.0193371354362928
520,1.0192977496980753
521,1.0192583857409814
522,1.0192190435095596
523,1.0191797229484545
524,1.0191404240024056
525,1.0191011466162443
526,1.01906189073489
527,1.0190226563033482
528,1.0189834432667069
529,1.0189442515701348
530,1.0189050811588762
531,1.0188659319782511
532,1.0188268039736497
533,1.0187876970905312
534,1.0187486112744197
535,1.0187095464709026
536,1.0186705026256266
537,1.0186314796842948
538,1.018592477592665
539,1.018553496296546
540,1.018514535741794
541,1.0184755958743112
542,1.0184366766400421
543,1.0183977779849704
544,1.0183588998551174
545,1.0183200421965368
546,1.0182812049553136
547,1.0182423880775622
548,1.0182035915094203
549,1.0181648151970486
550,1.0181260590866275
551,1.0180873231243535
552,1.0180486072564368
553,1.0180099114290981
554,1.0179712355885673
555,1.0179325796810774
556,1.0178939436528651
557,1.0178553274501652
558,1.01781673101921
559,1.0177781543062248
560,1.017739597257425
561,1.017701059819015
562,1.0176625419371832
563,1.0176240435581003
564,1.017585564627916
565,1.0175471050927563
566,1.0175086648987213
567,1.0174702439918808
568,1.0174318423182722
569,1.0173934598238985
570,1.0173550964547242
571,1.0173167521566724
572,1.0172784268756228
573,1.017240120557409
574,1.0172018331478139
575,1.0171635645925685
576,1.0171253148373478
577,1.0170870838277706
578,1.017048871509392
579,1.0170106778277042
580,1.0169725027281338
581,1.0169343461560352
582,1.016896208056692
583,1.016858088375312
584,1.0168199870570243
585,1.016781904046877
586,1.0167438392898336
587,1.0167057927307706
588,1.0166677643144757
589,1.0166297539856421
590,1.0165917616888687
591,1.0165537873686548
592,1.0165158309693993
593,1.0164778924353957
594,1.0164399717108303
595,1.0164020687397803
596,1.0163641834662085
597,1.0163263158339628
598,1.0162884657867715
599,1.0162506332682417
600,1.016212818221856
601,1.0161750205909679
602,1.0161372403188027
603,1.0160994773484509
604,1.016061731622867
605,1.0160240030848666
606,1.0159862916771232
607,1.0159485973421645
608,1.0159109200223715
609,1.0158732596599735
610,1.0158356161970468
611,1.0157979895755096
612,1.0157603797371229
613,1.015722786623483
614,1.0156852101760214
615,1.0156476503360017
616,1.0156101070445163
617,1.0155725802424826
618,1.0155350698706413
619,1.0154975758695537
620,1.0154600981795965
621,1.015422636740962
622,1.0153851914936527
623,1.0153477623774796
624,1.0153103493320594
625,1.0152729522968102
626,1.0152355712109495
627,1.0151982060134923
628,1.0151608566432455
629,1.0151235230388078
630,1.0150862051385643
631,1.0150489028806855
632,1.0150116162031235
633,1.014974345043608
634,1.0149370893396459
635,1.0148998490285155
636,1.0148626240472658
637,1.0148254143327111
638,1.0147882198214317
639,1.014751040449767
640,1.0147138761538141
641,1.0146767268694261
642,1.0146395925322071
643,1.014602473077511
644,1.0145653684404357
645,1.0145282785558238
646,1.014491203358257
647,1.0144541427820535
648,1.014417096761267
649,1.014380065229679
650,1.014343048120802
651,1.0143060453678714
652,1.0142690569038462
653,1.014232082661401
654,1.01419512257293
655,1.014158176570537
656,1.0141212445860381
657,1.0140843265509536
658,1.0140474223965095
659,1.0140105320536312
660,1.0139736554529424
661,1.0139367925247604
662,1.0138999431990952
663,1.013863107405644
664,1.0138262850737905
665,1.0137894761325998
666,1.013752680510817
667,1.0137158981368626
668,1.013679128938831
669,1.0136423728444863
670,1.0136056297812592
671,1.0135688996762453
672,1.0135321824562
673,1.0134954780475371
674,1.0134587863763245
675,1.0134221073682823
676,1.0133854409487784
677,1.0133487870428268
678,1.0133121455750824
679,1.0132755164698417
680,1.0132388996510344
681,1.013202295042225
682,1.0131657025666072
683,1.0131291221470013
684,1.0130925537058515
685,1.013055997165222
686,1.0130194524467946
687,1.0129829194718654
688,1.012946398161341
689,1.0129098884357364
690,1.0128733902151705
691,1.0128369034193654
692,1.0128004279676395
693,1.0127639637789079
694,1.0127275107716773
695,1.012691068864044
696,1.0126546379736887
697,1.0126182180178755
698,1.0125818089134482
699,1.0125454105768257
700,1.0125090229240012
701,1.0124726458705369
702,1.0124362793315613
703,1.0123999232217673
704,1.0123635774554072
705,1.0123272419462908
706,1.0122909166077811
707,1.0122546013527922
708,1.0122182960937849
709,1.012182000742765
710,1.0121457152112778
711,1.012109439410408
712,1.012073173250773
713,1.012036916642522
714,1.0120006694953325
715,1.0119644317184056
716,1.0119282032204646
717,1.0118919839097507
718,1.0118557736940195
719,1.0118195724805388
720,1.0117833801760838
721,1.0117471966869354
722,1.011711021918876
723,1.0116748557771864
724,1.0116386981666419
725,1.0116025489915104
726,1.011566408155548
727,1.0115302755619955
728,1.0114941511135758
729,1.0114580347124908
730,1.0114219262604172
731,1.0113858256585027
732,1.0113497328073653
733,1.0113136476070865
734,1.01127756995721
735,1.0112414997567396
736,1.011205436904131
737,1.0111693812972944
738,1.0111333328335874
739,1.011097291409812
740,1.0110612569222128
741,1.011025229266472
742,1.0109892083377068
743,1.010953194030466
744,1.0109171862387256
745,1.0108811848558876
746,1.010845189774774
747,1.0108092008876255
748,1.010773218086096
749,1.0107372412612516
750,1.0107012703035652
751,1.0106653051029144
752,1.0106293455485758
753,1.0105933915292253
754,1.0105574429329314
755,1.0105214996471525
756,1.0104855615587351
757,1.0104496285539073
758,1.0104137005182792
759,1.0103777773368348
760,1.0103418588939326
761,1.0103059450733
762,1.010270035758031
763,1.0102341308305807
764,1.0101982301727634
765,1.0101623336657501
766,1.0101264411900621
767,1.010090552625569
768,1.0100546678514863
769,1.01001878674637
770,1.0099829091881134
771,1.0099470350539455
772,1.0099111642204233
773,1.0098752965634332
774,1.0098394319581843
775,1.0098035702792048
776,1.0097677114003403
777,1.0097318551947487
778,1.0096960015348968
779,1.009660150292557
780,1.009624301338804
781,1.0095884545440104
782,1.0095526097778436
783,1.009516766909262
784,1.0094809258065116
785,1.0094450863371225
786,1.0094092483679042
787,1.009373411764944
788,1.0093375763936003
789,1.0093017421185024
790,1.009265908803544
791,1.0092300763118818
792,1.0091942445059299
793,1.009158413247357
794,1.0091225823970829
795,1.0090867518152749
796,1.0090509213613428
797,1.0090150908939373
798,1.0089792602709444
799,1.0089434293494823
800,1.0089075979858984
801,1.0088717660357647
802,1.008835933353875
803,1.0088000997942392
804,1.008764265210082
805,1.008728429453837
806,1.0086925923771453
807,1.0086567538308493
808,1.00862091366499
809,1.0085850717288043
810,1.0085492278707189
811,1.0085133819383483
812,1.0084775337784906
813,1.0084416832371235
814,1.0084058301594
815,1.008369974389646
816,1.0083341157713552
817,1.0082982541471857
818,1.008262389358956
819,1.0082265212476416
820,1.0081906496533701
821,1.0081547744154196
822,1.0081188953722118
823,1.0080830123613111
824,1.0080471252194176
825,1.0080112337823668
826,1.0079753378851224
827,1.007939437361775
828,1.0079035320455358
829,1.007867621768735
830,1.0078317063628162
831,1.0077957856583337
832,1.007759859484948
833,1.0077239276714212
834,1.0076879900456142
835,1.0076520464344825
836,1.007616096664072
837,1.0075801405595142
838,1.007544177945025
839,1.007508208643897
840,1.0074722324784988
841,1.0074362492702686
842,1.007400258839712
843,1.0073642610063964
844,1.0073282555889493
845,1.0072922424050517
846,1.0072562212714353
847,1.0072201920038788
848,1.0071841544172035
849,1.0071481083252691
850,1.00711205354097
851,1.0070759898762311
852,1.0070399171420037
853,1.0070038351482613
854,1.0069677437039966
855,1.0069316426172155
856,1.0068955316949344
857,1.006859410743177
858,1.0068232795669672
859,1.0067871379703281
860,1.0067509857562764
861,1.0067148227268188
862,1.0066786486829469
863,1.006642463424635
864,1.0066062667508338
865,1.006570058459468
866,1.0065338383474307
867,1.006497606210581
868,1.0064613618437384
869,1.0064251050406798
870,1.0063888355941326
871,1.006352553295776
872,1.0063162579362301
873,1.0062799493050576
874,1.0062436271907558
875,1.0062072913807543
876,1.0061709416614095
877,1.0061345778180022
878,1.0060981996347318
879,1.006061806894713
880,1.00602539937997
881,1.0059889768714352
882,1.0059525391489423
883,1.005916085991224
884,1.0058796171759046
885,1.0058431324795014
886,1.0058066316774137
887,1.0057701145439242
888,1.0057335808521912
889,1.0056970303742465
890,1.005660462880989
891,1.005623878142183
892,1.0055872759264513
893,1.0055506560012732
894,1.0055140181329785
895,1.005477362086744
896,1.0054406876265902
897,1.0054039945153737
898,1.005367282514787
899,1.0053305513853514
900,1.005293800886414
901,1.0052570307761421
902,1.005220240811521
903,1.005183430748347
904,1.0051466003412255
905,1.0051097493435648
906,1.005072877507573
907,1.0050359845842534
908,1.0049990703233989
909,1.0049621344735897
910,1.0049251767821878
911,1.0048881969953323
912,1.0048511948579348
913,1.004814170113678
914,1.0047771225050066
915,1.004740051773126
916,1.004702957657998
917,1.0046658398983344
918,1.0046286982315948
919,1.004591532393981
920,1.0045543421204317
921,1.004517127144621
922,1.004479887198951
923,1.0044426220145484
924,1.004405331321261
925,1.0043680148476521
926,1.0043306723209966
927,1.0042933034672759
928,1.0042559080111744
929,1.004218485676075
930,1.0041810361840533
931,1.0041435592558752
932,1.0041060546109908
933,1.0040685219675307
934,1.004030961042301
935,1.0039933715507803
936,1.0039557532071128
937,1.003918105724106
938,1.0038804288132253
939,1.0038427221845891
940,1.003804985546966
941,1.0037672186077675
942,1.003729421073047
943,1.0036915926474923
944,1.0036537330344228
945,1.0036158419357846
946,1.0035779190521454
947,1.0035399640826912
948,1.0035019767252207
949,1.0034639566761416
950,1.0034259036304656
951,1.003387817281804
952,1.0033496973223632
953,1.0033115434429407
954,1.0032733553329192
955,1.0032351326802638
956,1.003196875171517
957,1.003158582491793
958,1.0031202543247746
959,1.0030818903527083
960,1.0030434902563992
961,1.0030050537152073
962,1.002966580407043
963,1.0029280700083611
964,1.0028895221941585
965,1.0028509366379685
966,1.0028123130118554
967,1.0027736509864118
968,1.0027349502307528
969,1.0026962104125128
970,1.002657431197839
971,1.0026186122513876
972,1.0025797532363216
973,1.0025408538143021
974,1.002501913645488
975,1.002462932388528
976,1.0024239097005576
977,1.0023848452371957
978,1.0023457386525383
979,1.0023065895991536
980,1.002267397728081
981,1.002228162688821
982,1.002188884129336
983,1.002149561696043
984,1.002110195033809
985,1.0020707837859484
986,1.0020313275942156
987,1.0019918260988039
988,1.0019522789383375
989,1.0019126857498701
990,1.0018730461688783
991,1.001833359829258
992,1.0017936263633196
993,1.001753845401784
994,1.0017140165737777
995,1.0016741395068274
996,1.001634213826858
997,1.0015942391581851
998,1.0015542151235137
999,1.0015141413439306
1000,1.001474017438902
1001,1.001433843026268
1002,1.0013936177222391
1003,1.0013533411413906
1004,1.0013130128966594
1005,1.0012726325993384
1006,1.001232199859072
1007,1.0011917142838536
1008,1.0011511754800186
1009,1.0011105830522413
1010,1.0010699366035305
1011,1.0010292357352248
1012,1.0009884800469881
1013,1.000947669136805
1014,1.0009068026009778
1015,1.0008658800341197
1016,1.0008249010291521
1017,1.0007838651773002
1018,1.000742772068088
1019,1.0007016212893343
1020,1.0006604124271474
1021,1.000619145065922
1022,1.000577818788335
1023,1.000536433175339
1024,1.0004949878061606
1025,1.0004534822582944
1026,1.0004119161074991
1027,1.0003702889277934
1028,1.0003286002914513
1029,1.0002868497689978
1030,1.0002450369292053
1031,1.000203161339088
1032,1.0001612225638994
1033,1.0001192201671258
1034,1.000077153710484
1035,1.000035022753916
1036,0.9999928268555848
1037,0.9999505655718703
1038,0.9999082384573655
1039,0.9998658450648714
1040,0.9998233849453938
1041,0.9997808576481371
1042,0.9997382627205038
1043,0.9996955997080856
1044,0.9996528681546631
1045,0.9996100676021996
1046,0.9995671975908376
1047,0.9995242576588947
1048,0.9994812473428583
1049,0.9994381661773835
1050,0.9993950136952877
1051,0.9993517894275461
1052,0.9993084929032889
1053,0.9992651236497956
1054,0.9992216811924926
1055,0.9991781650549476
1056,0.9991345747588672
1057,0.9990909098240902
1058,0.9990471697685873
1059,0.9990033541084536
1060,0.9989594623579067
1061,0.9989154940292811
1062,0.9988714486330265
1063,0.9988273256777007
1064,0.9987831246699692
1065,0.9987388451145978
1066,0.9986944865144511
1067,0.9986500483704879
1068,0.9986055301817562
1069,0.998560931445391
1070,0.9985162516566092
1071,0.9984714903087063
1072,0.9984266468930522
1073,0.9983817208990878
1074,0.9983367118143204
1075,0.998291619124321
1076,0.9982464423127189
1077,0.9982011808611991
1078,0.9981558342494995
1079,0.9981104019554041
1080,0.9980648834547421
1081,0.9980192782213825
1082,0.9979735857272313
1083,0.997927805442227
1084,0.9978819368343383
1085,0.9978359793695584
1086,0.9977899325119028
1087,0.9977437957234054
1088,0.997697568464115
1089,0.9976512501920896
1090,0.9976048403633969
1091,0.9975583384321068
1092,0.9975117438502903
1093,0.9974650560680147
1094,0.9974182745333403
1095,0.9973713986923165
1096,0.99732442798898
1097,0.9972773618653485
1098,0.9972301997614201
1099,0.9971829411151678
1100,0.9971355853625369
1101,0.997088131937441
1102,0.9970405802717601
1103,0.9969929297953344
1104,0.996945179935964
1105,0.9968973301194035
1106,0.9968493797693596
1107,0.996801328307487
1108,0.9967531751533859
1109,0.9967049197245978
1110,0.9966565614366036
1111,0.9966080997028182
1112,0.9965595339345893
1113,0.9965108635411937
1114,0.9964620879298325
1115,0.9964132065056299
1116,0.9963642186716295
1117,0.9963151238287906
1118,0.9962659213759841
1119,0.9962166107099923
1120,0.9961671912255029
1121,0.9961176623151079
1122,0.9960680233692988
1123,0.9960182737764642
1124,0.9959684129228878
1125,0.9959184401927437
1126,0.9958683549680942
1127,0.9958181566288873
1128,0.995767844552952
1129,0.995717418115997
1130,0.9956668766916075
1131,0.995616219651241
1132,0.9955654463642263
1133,0.995514556197759
1134,0.9954635485168988
1135,0.9954124226845676
1136,0.9953611780615454
1137,0.9953098140064691
1138,0.9952583298758272
1139,0.9952067250239592
1140,0.9951549988030518
1141,0.9951031505631363
1142,0.9950511796520858
1143,0.9949990854156119
1144,0.9949468671972636
1145,0.994894524338422
1146,0.9948420561783002
1147,0.9947894620539385
1148,0.9947367413002035
1149,0.9946838932497839
1150,0.9946309172331876
1151,0.9945778125787423
1152,0.9945245786125878
1153,0.9944712146586777
1154,0.9944177200387745
1155,0.9943640940724472
1156,0.99431033607707
1157,0.9942564453678175
1158,0.9942024212576651
1159,0.9941482630573831
1160,0.994093970075537
1161,0.9940395416184827
1162,0.9939849769903663
1163,0.9939302754931192
1164,0.9938754364264569
1165,0.993820459087877
1166,0.9937653427726547
1167,0.9937100867738434
1168,0.9936546903822686
1169,0.9935991528865282
1170,0.9935434735729896
1171,0.9934876517257849
1172,0.9934316866268125
1173,0.9933755775557311
1174,0.9933193237899588
1175,0.9932629246046708
1176,0.9932063792727963
1177,0.9931496870650164
1178,0.993092847249762
1179,0.9930358590932115
1180,0.9929787218592863
1181,0.9929214348096521
1182,0.9928639972037134
1183,0.9928064082986117
1184,0.9927486673492247
1185,0.9926907736081625
1186,0.9926327263257642
1187,0.9925745247500979
1188,0.9925161681269573
1189,0.9924576556998579
1190,0.9923989867100372
1191,0.9923401603964498
1192,0.9922811759957668
1193,0.992222032742372
1194,0.9921627298683606
1195,0.9921032666035364
1196,0.9920436421754084
1197,0.9919838558091904
1198,0.9919239067277965
1199,0.9918637941518392
1200,0.9918035172996287
1201,0.9917430753871672
1202,0.9916824676281494
1203,0.9916216932339581
1204,0.9915607514136628
1205,0.991499641374016
1206,0.9914383623194525
1207,0.9913769134520849
1208,0.9913152939717015
1209,0.9912535030757652
1210,0.991191539959409
1211,0.9911294038154349
1212,0.9910670938343096
1213,0.9910046092041636
1214,0.990941949110787
1215,0.9908791127376283
1216,0.9908160992657904
1217,0.9907529078740284
1218,0.9906895377387474
1219,0.9906259880339983
1220,0.9905622579314768
1221,0.9904983466005182
1222,0.9904342532080974
1223,0.9903699769188243
1224,0.99030551689494
1225,0.9902408722963166
1226,0.9901760422804513
1227,0.9901110260024651
1228,0.9900458226150997
1229,0.9899804312687137
1230,0.9899148511112806
1231,0.9898490812883838
1232,0.9897831209432151
1233,0.9897169692165709
1234,0.9896506252468493
1235,0.989584088170046
1236,0.9895173571197509
1237,0.9894504312271466
1238,0.9893833096210024
1239,0.9893159914276723
1240,0.9892484757710915
1241,0.9891807617727725
1242,0.9891128485518006
1243,0.9890447352248326
1244,0.9889764209060901
1245,0.9889079047073585
1246,0.9888391857379814
1247,0.9887702631048565
1248,0.9887011359124339
1249,0.9886318032627093
1250,0.988562264255222
1251,0.9884925179870497
1252,0.9884225635528051
1253,0.9883524000446305
1254,0.988282026552195
1255,0.9882114421626895
1256,0.9881406459608207
1257,0.98806963702881
1258,0.987998414446386
1259,0.9879269772907808
1260,0.9878553246367261
1261,0.9877834555564466
1262,0.9877113691196575
1263,0.9876390643935573
1264,0.987566540442825
1265,0.9874937963296119
1266,0.9874208311135406
1267,0.9873476438516966
1268,0.9872742335986238
