100,0.08
200,0.23
300,0.21
400,0.16
500,0.21
600,0.14
700,0.32
800,0.21
900,0.3
1000,0.24
1100,0.22
1200,0.23
1300,0.17
1400,0.19
1500,0.27
1600,0.26
1700,0.25
1800,0.27
1900,0.28
2000,0.2
2100,0.76
2200,0.75
2300,0.79
2400,0.71
2500,0.78
2600,0.77
2700,0.8
2800,0.65
2900,0.72
3000,0.76
3100,0.77
3200,0.73
3300,0.81
3400,0.74
3500,0.71
3600,0.79
3700,0.77
3800,0.69
3900,0.74
4000,0.77
