1,-0.1
2,-0.6
3,-0.1
4,-1.1
5,1.6
6,3
7,3.2
8,1.4
9,-1.3
10,4.1
11,0.1
12,0.7
13,-0.5
14,2.3
15,2.7
16,1.5
17,-0.1
18,1.2
19,-0.3
20,-7.7
21,-0.4
22,2.9
23,3.8
24,1.8
25,0.4
26,4
27,0.4
28,2.7
29,0.2
30,1.3
31,-0.8
32,1.1
33,2.1
34,-0.8
35,-2.9
36,-0.2
37,3.4
38,0.4
39,3
40,2.2
41,3.7
42,2.7
43,4.2
44,1.3
45,2.1
46,3.6
47,1.2
48,3.1
49,2.3
50,3.1
51,2.8
52,2.6
53,3.6
54,-2.7
55,-24
56,3.5
57,2
58,1.3
59,1.4
60,1.7
61,-5.9
62,0.9
63,2.9
64,1.1
65,2.6
66,0.2
67,1.3
68,1
69,4
70,-0.5
71,4.9
72,-2.9
73,4.6
74,3.4
75,-6.6
76,1.7
77,-10.9
78,2.6
79,-8.7
80,2.1
81,3.2
82,-1.9
83,4
84,3.6
85,1.7
86,-10.6
87,3
88,3.2
89,2.2
90,1.8
91,3.6
92,2.2
93,-3.6
94,0.4
95,4.7
96,-15.7
97,-2.4
98,2.1
99,-4
100,3.1
101,2.3
102,-4.2
103,3.5
104,-8.2
105,3.1
106,2.6
107,3
108,1
109,2.3
110,-4.2
111,4.2
112,1.3
113,4.1
114,3.1
115,1.6
116,3.2
117,3.9
118,1
119,1.6
120,1.8
121,2.3
122,-26
123,1.7
124,4.1
125,1.1
126,2.3
127,2.8
128,5.6
129,2.5
130,-4.6
131,1.3
132,2.6
133,3.2
134,2.7
135,-1
136,-1.7
137,5.7
138,2.5
139,4.6
140,3.6
141,1.7
142,0.4
143,2.7
144,2.4
145,3.9
146,4.6
147,3.6
148,1.5
149,1.9
150,-8.9
151,4.4
152,2.3
153,3
154,2.7
155,2.8
156,0.8
157,1.7
158,3.1
159,-0.2
160,3.2
161,2.3
162,3.4
163,2.9
164,4.6
165,2.2
166,2.1
167,3.7
168,3.9
169,3.1
170,2.8
171,1.6
172,3.3
173,3.4
174,1.7
175,4.2
176,6
177,3
178,4.5
179,1.9
180,2.6
181,3.9
182,3.9
183,1.9
184,2.9
185,-0.3
186,2.5
187,1.8
188,2.1
189,4.2
190,4.1
191,4.2
192,4.1
193,3.1
194,2
195,-18.7
196,2.3
197,0.7
198,2.9
199,3.7
200,1.3
201,3
202,3.4
203,4.7
204,3.1
205,1.9
206,2.6
207,3
208,2.6
209,3.8
210,3.5
211,3.1
212,3.1
213,1.6
214,-1.3
215,1.7
216,2.7
217,1.3
218,0.9
219,4.2
220,2.4
221,3.1
222,3.2
223,2.3
224,3
225,3.2
226,2.3
227,2.7
228,3
229,3.1
230,0.5
231,3
232,2.5
233,3.6
234,-6.6
235,5.4
236,4
237,4.7
238,1.8
239,3.5
240,-0.5
241,4.6
242,3.5
243,3.3
244,0.8
245,2.2
246,3.5
247,-8.9
248,2.3
249,5
250,3.5
251,2.9
252,3.3
253,3.6
254,2.7
255,5.1
256,3
257,3.6
258,3.9
259,5.6
260,3.1
261,1.3
262,2.1
263,0.9
264,4.3
265,-10.2
266,2.3
267,1.1
268,3.9
269,4
270,2.9
271,4.5
272,2.8
273,1.9
274,-7.3
275,4.6
276,3.5
277,2.8
278,0.3
279,0.8
280,4
281,1.7
282,2.9
283,2.4
284,1.8
285,3.6
286,0.3
287,-2.3
288,0.4
289,3.1
290,2.7
291,4.4
292,2.7
293,2.5
294,3
295,2.2
296,3.1
297,4.9
298,2.2
299,3.6
300,2.3
301,2.1
302,2.6
303,2.7
304,-0.1
305,3.7
306,1.7
307,3.6
308,4.2
309,3.1
310,2.7
311,2.4
312,1.5
313,2.7
314,2.7
315,4.1
316,-1.8
317,1.7
318,1.2
319,2.6
320,1.2
321,3.6
322,3
323,4.6
324,5.2
325,3.6
326,4.5
327,1.8
328,3.9
329,2.5
330,-0.2
331,3.5
332,3.1
333,2.5
334,2.8
335,-4
336,-4.6
337,1.6
338,6.2
339,4.1
340,2
341,-3.4
342,0.7
343,3
344,3.2
345,3.9
346,1
347,0.2
348,4
349,1.3
350,3
351,2.7
352,3.6
353,2.3
354,-5.2
355,4.2
356,3.2
357,-0.4
358,3.7
359,2.7
360,1.3
361,2.5
362,2.7
363,1.3
364,3.3
365,3.5
366,1.8
367,3.5
368,2.7
369,1.7
370,5.1
371,1.5
372,4.6
373,3.3
374,3.7
375,1.8
376,-7.7
377,1.4
378,1.6
379,3
380,4.2
381,4.6
382,5
383,3.3
384,3.1
385,2.6
386,6.1
387,-2
388,-0.3
389,3
390,2.1
391,3.5
392,2.7
393,2.3
394,2.1
395,3.6
396,5.3
397,3.4
398,3.4
399,2.5
400,2.6
401,3.7
402,2.7
403,0.9
404,2.6
405,4.4
406,2.4
407,2.8
408,3.5
409,3.6
410,2.7
411,4.5
412,3.7
413,-7.8
414,2.2
415,1.5
416,4.5
417,2.8
418,4.6
419,5.1
420,-0.8
421,3.7
422,-10.7
423,3.6
424,4
425,3
426,1.6
427,3.5
428,2.7
429,2.5
430,2.7
431,3.1
432,1.2
433,2
434,3.5
435,2.7
436,4.1
437,4
438,4.1
439,5
440,-4.6
441,1.8
442,3.1
443,3.5
444,3
445,3.3
446,5.1
447,3.4
448,3.9
449,2.6
450,-8
451,2.2
452,2.5
453,2.5
454,3.1
455,3.6
456,1.3
457,3.6
458,3.5
459,2.6
460,2.6
461,1.6
462,3.4
463,2.9
464,4
465,1.7
466,1.6
467,3.6
468,1
469,-6.8
470,2.8
471,3.7
472,2.7
473,3.6
474,0.9
475,2.2
476,6
477,3.6
478,3.3
479,4.5
480,1
481,3.9
482,1.7
483,2.6
484,3.2
485,4.4
486,2.1
487,1.3
488,2.7
489,-20.9
490,1.2
491,1.7
492,3.7
493,2.1
494,3.6
495,0.8
496,2.1
497,1.6
498,-22.1
499,5.4
500,2.6
501,0.8
502,3.2
503,-1.2
504,2.1
505,0.8
506,2
507,2
508,3.1
509,4.1
510,3.2
511,3.3
512,1.7
513,2.7
514,3.5
515,4.3
516,2.6
517,2.3
518,2
519,2.7
520,4.2
521,1.8
522,3.1
523,4.1
524,3.5
525,-2.3
526,1.7
527,3.3
528,2.3
529,-4.6
530,5.8
531,2.7
532,3
533,2.1
534,2.6
535,2.1
536,4.4
537,1.9
538,3.2
539,0.3
540,3
541,1.8
542,2.5
543,4.1
544,3.3
545,0.3
546,3
547,1.5
548,2.7
549,3
550,3.6
551,3.4
552,5.1
553,4.1
554,2.6
555,3.6
556,1.5
557,3.9
558,2.6
559,2.5
560,3.6
561,1.1
562,1.3
563,1.8
564,3
565,-5.7
566,3
567,4.1
568,2.3
569,2.8
570,2.7
571,2.9
572,1
573,-2.4
574,-0.9
575,2.8
576,-0.2
577,2.2
578,0.8
579,-9.8
580,3.2
581,2.6
582,2.7
583,1.1
584,2.9
585,2.9
586,2.8
587,2.5
588,2.1
589,2.7
590,3.9
591,4
592,1
593,3.7
594,-2.7
595,-23.4
596,3.1
597,3.6
598,3.2
599,4.3
600,0.2
601,2.3
602,0.4
603,3.6
604,3.2
605,2.2
606,-2.8
607,2.3
608,3.1
609,3.4
610,2.5
611,2.8
612,2.6
613,3.2
614,3.3
615,3
616,3.7
617,5.4
618,2.2
619,2.7
620,3.6
621,3.7
622,3.4
623,3.5
624,4.8
625,3.5
626,2.5
627,1.8
628,3.2
629,2
630,0.4
631,-1
632,4.5
633,4
634,-9.2
635,2.3
636,3.6
637,3.2
638,1.7
639,4
640,3.2
641,-4.2
642,3.7
643,2.2
644,0.6
645,5.3
646,2.7
647,2
648,5.1
649,4
650,2.3
651,0.4
652,3.2
653,-2.3
654,3.6
655,4
656,2.8
657,0.3
658,0.2
659,2.7
660,3.6
661,1.5
662,3.1
663,-12.7
664,4.5
665,1.9
666,1.8
667,2.5
668,3.7
669,3.5
670,3.6
671,4.3
672,3.6
673,4.1
674,3.7
675,3.2
676,2.9
677,3
678,4
679,3.6
680,2.5
681,4.1
682,5.4
683,0.1
684,4
685,3.2
686,2
687,1.8
688,3.8
689,3.3
690,3.7
691,3.1
692,3.6
693,3.9
694,-12.1
695,5.1
696,4.8
697,1.5
698,3.8
699,3
700,3.1
701,3.3
702,2.4
703,2.4
704,2.3
705,4.2
706,3.2
707,2.6
708,3.7
709,3.7
710,1.7
711,3
712,3
713,-0.9
714,3.7
715,4.9
716,1.9
717,0.6
718,4
719,2.8
720,3.5
721,4.1
722,2.4
723,-1.7
724,2.9
725,3.5
726,2.8
727,4.9
728,1.3
729,2.2
730,2.9
731,3
732,1.3
733,3.2
734,3.5
735,4.3
736,3.1
737,1.3
738,4
739,3.3
740,3.6
741,3
742,2.3
743,3.7
744,2.7
745,3.1
746,2.9
747,-1.8
748,-2.6
749,4.1
750,1.5
751,3
752,2.3
753,3.2
754,3.5
755,4.2
756,2.2
757,3.7
758,3.5
759,-6.5
760,1.8
761,-0.7
762,3.5
763,2.3
764,2.3
765,3
766,1.5
767,0.9
768,3.6
769,2.6
770,1.7
771,3.2
772,3.2
773,-9.1
774,-6.9
775,-0.1
